"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"DOWN.GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","1/9","195/21525",0.00512820512820513,12.2649572649573,3.23186644175334,0.078654294553291,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP","GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP","GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_CD4_TCELL_UP","1/9","195/21525",0.00512820512820513,12.2649572649573,3.23186644175334,0.078654294553291,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP","GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP","GSE34205_RSV_VS_FLU_INF_INFANT_PBMC_UP","1/9","195/21525",0.00512820512820513,12.2649572649573,3.23186644175334,0.078654294553291,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN","GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN","GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN","1/9","195/21525",0.00512820512820513,12.2649572649573,3.23186644175334,0.078654294553291,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP","GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP","GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP","1/9","195/21525",0.00512820512820513,12.2649572649573,3.23186644175334,0.078654294553291,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_DN","GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_DN","GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_DN","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE12366_NAIVE_VS_MEMORY_BCELL_UP","GSE12366_NAIVE_VS_MEMORY_BCELL_UP","GSE12366_NAIVE_VS_MEMORY_BCELL_UP","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP","GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP","GSE20152_HTNFA_OVERXPRESS_ANKLE_VS_CTRL_SPHK1_KO_ANKLE_UP","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_UP","GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_UP","GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_UP","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP","GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP","GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE22886_IL2_VS_IL15_STIM_NKCELL_UP","GSE22886_IL2_VS_IL15_STIM_NKCELL_UP","GSE22886_IL2_VS_IL15_STIM_NKCELL_UP","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE34156_UNTREATED_VS_24H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN","GSE34156_UNTREATED_VS_24H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN","GSE34156_UNTREATED_VS_24H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_DN","GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_DN","GSE3982_MAC_VS_NEUTROPHIL_LPS_STIM_DN","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN","GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN","GSE41867_DAY6_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN","1/9","196/21525",0.00510204081632653,12.202380952381,3.22221937365903,0.0790430480155042,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP","GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP","GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP","GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP","GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN","GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN","GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_DN","GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_DN","GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_DN","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_UP","GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_UP","GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_UP","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_AND_ROSIGLITAZONE_STIM_UP","GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_AND_ROSIGLITAZONE_STIM_UP","GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_AND_ROSIGLITAZONE_STIM_UP","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP","GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP","GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP","GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP","GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_DN","GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_DN","GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_DN","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE7460_TREG_VS_TCONV_ACT_DN","GSE7460_TREG_VS_TCONV_ACT_DN","GSE7460_TREG_VS_TCONV_ACT_DN","1/9","197/21525",0.0050761421319797,12.1404399323181,3.21264225318088,0.0794316556655519,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_UP","GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_UP","GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN","GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN","GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP","GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP","GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN","GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN","GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_DN","GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_DN","GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE20500_CTRL_VS_RETINOIC_ACID_TREATED_CD4_TCELL_DN","GSE20500_CTRL_VS_RETINOIC_ACID_TREATED_CD4_TCELL_DN","GSE20500_CTRL_VS_RETINOIC_ACID_TREATED_CD4_TCELL_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_UP","GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_UP","GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE22611_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP","GSE22611_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP","GSE22611_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_DN","GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_DN","GSE23321_CENTRAL_MEMORY_VS_NAIVE_CD8_TCELL_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP","GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP","GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_DN","GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_DN","GSE24574_BCL6_LOW_TFH_VS_NAIVE_CD4_TCELL_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_UP","GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_UP","GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_LOW_MONOCYTE_DN","GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_LOW_MONOCYTE_DN","GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_LOW_MONOCYTE_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000184368",1
"DOWN.GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN","GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN","GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE360_CTRL_VS_T_GONDII_DC_DN","GSE360_CTRL_VS_T_GONDII_DC_DN","GSE360_CTRL_VS_T_GONDII_DC_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE360_CTRL_VS_T_GONDII_MAC_DN","GSE360_CTRL_VS_T_GONDII_MAC_DN","GSE360_CTRL_VS_T_GONDII_MAC_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE360_L_DONOVANI_VS_T_GONDII_DC_DN","GSE360_L_DONOVANI_VS_T_GONDII_DC_DN","GSE360_L_DONOVANI_VS_T_GONDII_DC_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000102055",1
"DOWN.GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_UP","GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_UP","GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN","GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN","GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE37301_LYMPHOID_PRIMED_MPP_VS_CD4_TCELL_UP","GSE37301_LYMPHOID_PRIMED_MPP_VS_CD4_TCELL_UP","GSE37301_LYMPHOID_PRIMED_MPP_VS_CD4_TCELL_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000173809",1
"DOWN.GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP","GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP","GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN","GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN","GSE3982_MEMORY_CD4_TCELL_VS_BCELL_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE42021_TREG_PLN_VS_TREG_PRECURSORS_THYMUS_UP","GSE42021_TREG_PLN_VS_TREG_PRECURSORS_THYMUS_UP","GSE42021_TREG_PLN_VS_TREG_PRECURSORS_THYMUS_UP","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_DN","GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_DN","GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN","GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN","GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN","1/9","198/21525",0.00505050505050505,12.0791245791246,3.20313420463945,0.0798201175512896,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP","GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP","GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP","1/9","199/21525",0.0050251256281407,12.0184254606365,3.19369436770983,0.0802084337205602,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN","GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN","GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN","1/9","199/21525",0.0050251256281407,12.0184254606365,3.19369436770983,0.0802084337205602,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP","GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP","GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP","1/9","199/21525",0.0050251256281407,12.0184254606365,3.19369436770983,0.0802084337205602,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE17721_0.5H_VS_24H_LPS_BMDC_UP","GSE17721_0.5H_VS_24H_LPS_BMDC_UP","GSE17721_0.5H_VS_24H_LPS_BMDC_UP","1/9","199/21525",0.0050251256281407,12.0184254606365,3.19369436770983,0.0802084337205602,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_DN","GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_DN","GSE17721_CPG_VS_GARDIQUIMOD_16H_BMDC_DN","1/9","199/21525",0.0050251256281407,12.0184254606365,3.19369436770983,0.0802084337205602,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE17721_CTRL_VS_LPS_24H_BMDC_UP","GSE17721_CTRL_VS_LPS_24H_BMDC_UP","GSE17721_CTRL_VS_LPS_24H_BMDC_UP","1/9","199/21525",0.0050251256281407,12.0184254606365,3.19369436770983,0.0802084337205602,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
