"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"DOWN.GSE5503_LIVER_DC_VS_MLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP","GSE5503_LIVER_DC_VS_MLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP","GSE5503_LIVER_DC_VS_MLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN","GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN","GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP","GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP","GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP","GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP","GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE6681_DELETED_FOXP3_VS_WT_TREG_DN","GSE6681_DELETED_FOXP3_VS_WT_TREG_DN","GSE6681_DELETED_FOXP3_VS_WT_TREG_DN","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN","GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN","GSE7460_TREG_VS_TCONV_ACT_WITH_TGFB_DN","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE7852_LN_VS_FAT_TCONV_DN","GSE7852_LN_VS_FAT_TCONV_DN","GSE7852_LN_VS_FAT_TCONV_DN","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE7852_LN_VS_THYMUS_TREG_DN","GSE7852_LN_VS_THYMUS_TREG_DN","GSE7852_LN_VS_THYMUS_TREG_DN","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE8621_LPS_PRIMED_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN","GSE8621_LPS_PRIMED_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN","GSE8621_LPS_PRIMED_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN","1/9","200/21525",0.005,11.9583333333333,3.18432189707651,0.080596604221194,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_DN","GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_DN","GSE11961_MEMORY_BCELL_DAY40_VS_GERMINAL_CENTER_BCELL_DAY40_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN","GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN","GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP","GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP","GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP","GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP","GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN","GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN","GSE15330_HSC_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP","GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP","GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_DN","GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_DN","GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000182013",1
"DOWN.GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_UP","GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_UP","GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP","GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP","GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP","GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP","GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_UP","GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_UP","GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_24H_IFNG_STIM_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE19512_NAUTRAL_VS_INDUCED_TREG_DN","GSE19512_NAUTRAL_VS_INDUCED_TREG_DN","GSE19512_NAUTRAL_VS_INDUCED_TREG_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE22443_NAIVE_VS_ACT_AND_IL12_TREATED_CD8_TCELL_DN","GSE22443_NAIVE_VS_ACT_AND_IL12_TREATED_CD8_TCELL_DN","GSE22443_NAIVE_VS_ACT_AND_IL12_TREATED_CD8_TCELL_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE22589_HEALTHY_VS_HIV_INFECTED_DC_DN","GSE22589_HEALTHY_VS_HIV_INFECTED_DC_DN","GSE22589_HEALTHY_VS_HIV_INFECTED_DC_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE26351_UNSTIM_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN","GSE26351_UNSTIM_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN","GSE26351_UNSTIM_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN","GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN","GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE27786_BCELL_VS_CD8_TCELL_UP","GSE27786_BCELL_VS_CD8_TCELL_UP","GSE27786_BCELL_VS_CD8_TCELL_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP","GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP","GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_KO_DN","GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_KO_DN","GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_KO_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN","GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN","GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000184368",1
"DOWN.GSE339_CD4POS_VS_CD4CD8DN_DC_DN","GSE339_CD4POS_VS_CD4CD8DN_DC_DN","GSE339_CD4POS_VS_CD4CD8DN_DC_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_UP","GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_UP","GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE360_CTRL_VS_L_DONOVANI_DC_DN","GSE360_CTRL_VS_L_DONOVANI_DC_DN","GSE360_CTRL_VS_L_DONOVANI_DC_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_UP","GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_UP","GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_UP","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE5589_UNSTIM_VS_180MIN_LPS_STIM_MACROPHAGE_DN","GSE5589_UNSTIM_VS_180MIN_LPS_STIM_MACROPHAGE_DN","GSE5589_UNSTIM_VS_180MIN_LPS_STIM_MACROPHAGE_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000186871",1
"DOWN.GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN","GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN","GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000229807",1
"DOWN.GSE9960_GRAM_POS_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN","GSE9960_GRAM_POS_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN","GSE9960_GRAM_POS_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN","1/9","201/21525",0.00497512437810945,11.8988391376451,3.17501596209776,0.0809846291010069,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP","GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP","GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP","1/9","202/21525",0.00495049504950495,11.8399339933993,3.16577574647913,0.0813725084078015,0.0819078538578528,0.0814288605604385,"ENSG00000067842",1
"DOWN.GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN","GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN","GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN","1/9","202/21525",0.00495049504950495,11.8399339933993,3.16577574647913,0.0813725084078015,0.0819078538578528,0.0814288605604385,"ENSG00000158578",1
"DOWN.GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN","GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN","GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_DN","1/9","202/21525",0.00495049504950495,11.8399339933993,3.16577574647913,0.0813725084078015,0.0819078538578528,0.0814288605604385,"ENSG00000184368",1
"DOWN.GSE2585_THYMIC_MACROPHAGE_VS_MTEC_DN","GSE2585_THYMIC_MACROPHAGE_VS_MTEC_DN","GSE2585_THYMIC_MACROPHAGE_VS_MTEC_DN","1/9","203/21525",0.00492610837438424,11.7816091954023,3.1566004479558,0.0817602421893675,0.0820283085572015,0.0815486108463407,"ENSG00000173809",1
"DOWN.GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP","GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP","GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP","1/9","204/21525",0.00490196078431373,11.7238562091503,3.14748927798345,0.0821478304934804,0.0821478304934804,0.0816674338239279,"ENSG00000067842",1
"UP.GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_DN","GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_DN","GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_DN","2/6","186/21525",0.010752688172043,38.5752688172043,8.59404474983356,0.00108890730051252,0.034678037442576,0.0327270044830118,"ENSG00000099725/ENSG00000131002",2
"UP.GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN","GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN","GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN","2/6","190/21525",0.0105263157894737,37.7631578947368,8.49902996586689,0.00113580983139726,0.034678037442576,0.0327270044830118,"ENSG00000099725/ENSG00000131002",2
"UP.GSE25087_FETAL_VS_ADULT_TREG_DN","GSE25087_FETAL_VS_ADULT_TREG_DN","GSE25087_FETAL_VS_ADULT_TREG_DN","2/6","195/21525",0.0102564102564103,36.7948717948718,8.38433772006119,0.00119579439457159,0.034678037442576,0.0327270044830118,"ENSG00000215580/ENSG00000131002",2
"UP.GSE40493_BCL6_KO_VS_WT_TREG_DN","GSE40493_BCL6_KO_VS_WT_TREG_DN","GSE40493_BCL6_KO_VS_WT_TREG_DN","1/6","117/21525",0.00854700854700855,30.6623931623932,5.37201410032164,0.0321769494101539,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE37532_WT_VS_PPARG_KO_LN_TREG_DN","GSE37532_WT_VS_PPARG_KO_LN_TREG_DN","GSE37532_WT_VS_PPARG_KO_LN_TREG_DN","1/6","123/21525",0.00813008130081301,29.1666666666667,5.23102630791959,0.0338035044421591,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE11884_WT_VS_FURIN_KO_NAIVE_CD4_TCELL_DN","GSE11884_WT_VS_FURIN_KO_NAIVE_CD4_TCELL_DN","GSE11884_WT_VS_FURIN_KO_NAIVE_CD4_TCELL_DN","1/6","128/21525",0.0078125,28.02734375,5.12103779253862,0.0351572262074331,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_DN","GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_DN","GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_DN","1/6","135/21525",0.00740740740740741,26.5740740740741,4.97722741761919,0.0370497810417728,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN","GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN","GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN","1/6","144/21525",0.00694444444444444,24.9131944444444,4.8076285838471,0.0394785192632171,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP","GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP","GSE3920_UNTREATED_VS_IFNG_TREATED_ENDOTHELIAL_CELL_UP","1/6","154/21525",0.00649350649350649,23.2954545454545,4.63650084487279,0.0421711280640124,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE15659_TREG_VS_TCONV_DN","GSE15659_TREG_VS_TCONV_DN","GSE15659_TREG_VS_TCONV_DN","1/6","188/21525",0.00531914893617021,19.0824468085106,4.1581056173883,0.0512789963780714,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP","GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP","GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP","1/6","190/21525",0.00526315789473684,18.8815789473684,4.13392330837978,0.0518124977171208,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE45365_BCELL_VS_CD8_TCELL_UP","GSE45365_BCELL_VS_CD8_TCELL_UP","GSE45365_BCELL_VS_CD8_TCELL_UP","1/6","190/21525",0.00526315789473684,18.8815789473684,4.13392330837978,0.0518124977171208,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN","GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN","GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN","1/6","190/21525",0.00526315789473684,18.8815789473684,4.13392330837978,0.0518124977171208,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_UP","GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_UP","GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_UP","1/6","191/21525",0.00523560209424084,18.782722513089,4.12197035496484,0.0520791546195674,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE45365_WT_VS_IFNAR_KO_CD11B_DC_DN","GSE45365_WT_VS_IFNAR_KO_CD11B_DC_DN","GSE45365_WT_VS_IFNAR_KO_CD11B_DC_DN","1/6","191/21525",0.00523560209424084,18.782722513089,4.12197035496484,0.0520791546195674,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_DN","GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_DN","GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_DN","1/6","191/21525",0.00523560209424084,18.782722513089,4.12197035496484,0.0520791546195674,0.0563025703660295,0.0531349121421694,"ENSG00000215580",1
"UP.GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP","GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP","GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP","1/6","192/21525",0.00520833333333333,18.6848958333333,4.11010794348762,0.0523457490262557,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_IFNAR_KO_DN","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_IFNAR_KO_DN","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_IFNAR_KO_DN","1/6","192/21525",0.00520833333333333,18.6848958333333,4.11010794348762,0.0523457490262557,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_6H_DN","GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_6H_DN","GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_6H_DN","1/6","193/21525",0.00518134715025907,18.5880829015544,4.09833490689026,0.0526122809489032,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE45365_NK_CELL_VS_CD8_TCELL_DN","GSE45365_NK_CELL_VS_CD8_TCELL_DN","GSE45365_NK_CELL_VS_CD8_TCELL_DN","1/6","193/21525",0.00518134715025907,18.5880829015544,4.09833490689026,0.0526122809489032,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE25087_TREG_VS_TCONV_FETUS_DN","GSE25087_TREG_VS_TCONV_FETUS_DN","GSE25087_TREG_VS_TCONV_FETUS_DN","1/6","195/21525",0.00512820512820513,18.3974358974359,4.07505239474321,0.0531451573889418,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_DN","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_DN","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_DN","1/6","195/21525",0.00512820512820513,18.3974358974359,4.07505239474321,0.0531451573889418,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP","GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP","GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP","1/6","195/21525",0.00512820512820513,18.3974358974359,4.07505239474321,0.0531451573889418,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE1112_OT1_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN","GSE1112_OT1_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN","GSE1112_OT1_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN","1/6","196/21525",0.00510204081632653,18.3035714285714,4.06354068827567,0.0534115019297605,0.0563025703660295,0.0531349121421694,"ENSG00000215580",1
"UP.GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP","GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP","GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP","1/6","196/21525",0.00510204081632653,18.3035714285714,4.06354068827567,0.0534115019297605,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP","GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP","GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP","1/6","196/21525",0.00510204081632653,18.3035714285714,4.06354068827567,0.0534115019297605,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_DN","GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_DN","GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_DN","1/6","196/21525",0.00510204081632653,18.3035714285714,4.06354068827567,0.0534115019297605,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP","GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP","GSE11864_UNTREATED_VS_CSF1_IN_MAC_UP","1/6","197/21525",0.0050761421319797,18.2106598984772,4.05211389392256,0.0536777840333951,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN","GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN","GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN","1/6","197/21525",0.0050761421319797,18.2106598984772,4.05211389392256,0.0536777840333951,0.0563025703660295,0.0531349121421694,"ENSG00000215580",1
